ref	tcz	en_web	en_kjv	tcz_gospelgo
ISA 45:7	Keiman vah kasema, muthim jong kakoi ahi. Keiman phat phatpet le phat setpet kakoi ahi.Keima hi Pakai hiche ho jouse bolldoh’a chu kahi.	I form the light and create darkness. I make peace and create calamity. I am the LORD, who does all these things.	I form the light, and create darkness: I make peace, and create evil: I the Lord do all these things.	
ISA 45:8	Vo Vanho, kihongdoh’uvin, chule na chonphat nau chu hin bung lhauvin. Leiset hung kikeh len hen, chuteng huhhingna le chonphatna hung kilangdoh khomu diu ahi, keima Pakaiyin kasem ahiuve.	Rain, you heavens, from above, and let the skies pour down righteousness. Let the earth open, that it may produce salvation, and let it cause righteousness to spring up with it. I, the LORD, have created it.	Drop down, ye heavens, from above, And let the skies pour down righteousness: Let the earth open, and let them bring forth salvation, And let righteousness spring up together; I the Lord have created it.	
ISA 45:9	Asempa to kinel ngam hon itobang lung hemna ahin todiu hitam? Lei ngan’a kisem bel chun beldengpa chu akinelpi thei ngai jem? Lei nganin ameh nempa jah’a, kingah jengin, nabol khel tai tia asei ngai jem? Bel chun navet kilomo tave, tia aseidi ham?	Woe to him who strives with his Maker— a clay pot among the clay pots of the earth! Shall the clay ask him who fashions it, ‘What are you making?’ or your work, ‘He has no hands’?	Woe unto him that striveth with his maker! Let the potsherd strive with the potsherds of the earth. Shall the clay say to him that fashioneth it, What makest thou? Or thy work, He hath no hands?	
ISA 45:10	Chapang hung peng til chun apa jah’a, ‘Ipi jeh’a anapeng kahim?’Ahilouleh anu koma chu, ‘ipi dinga hitia hi neisem ham?’ati ngai jem?	Woe to him who says to a father, ‘What have you become the father of?’ or to a mother, ‘What have you given birth to?’”	Woe unto him that saith unto his father, What begettest thou? Or to the woman, What hast thou brought forth?	
ISA 45:11	Hiche hi Pakai, Israel Athengpa le na Sempa’n asei jin, “Kachate dinga kathilbol nadoh’a? Ka khut na ka thilbol’ho hi nangma thupeh jal ham?	The LORD, the Holy One of Israel and his Maker says: “You ask me about the things that are to come, concerning my sons, and you command me concerning the work of my hands!	Thus saith the Lord, the Holy One of Israel, and his maker, Ask me of things to come concerning my sons, And concerning the work of my hands command ye me.	
ISA 45:12	Keima leiset sempa le asunga chenga mihemte hin sema chu kahi. Ka khut tah’a van thanjol kahin jahdoh ahi. Asunga umho (ahsiho)jouse hi ka thupeh ’a kon ahiuve.	I have made the earth, and created man on it. I, even my hands, have stretched out the heavens. I have commanded all their army.	I have made the earth, And created man upon it: I, even my hands, have stretched out the heavens, And all their host have I commanded.	
ISA 45:13	Keiman chonphatna lunggon kanei subulhit dinga Cyrus katildoh’a, chule abol dingho kahil ding ahi. Ama’n tohman muding lung gellouva khopi asahdoh kit ding chule ka mite sohchang ho alhadoh ding ahi, tia Keima, Vana Galmi janel Pakai chun ka phondohsa ahitai.	I have raised him up in righteousness, and I will make all his ways straight. He shall build my city, and he shall let my exiles go free, not for price nor reward,” says the LORD of Armies.	I have raised him up in righteousness, And I will direct all his ways: He shall build my city, and he shall let go my captives, Not for price nor reward, Saith the Lord of hosts.	
ISA 45:14	Hiche hi Pakaiyin aseiye: “Nangman Aigupta mite, Ethiopia mite le Sabea mite chunga vai nahom ding ahi. Amaho chu akivei nau thil puma nahenga hung dingu, chule anei hou chu aboncha nanga ding ahije. Amaho chu thih khaova nahena soh’a na kalai ding, na masanga hung dilsu’uva: ‘Pathen’in na’umpi, Ama bou hi Pathen khatseh chu ahin, Pathen adang aumpoi’ tia ahin sei dingu ahi.	The LORD says: “The labor of Egypt, and the merchandise of Ethiopia, and the Sabeans, men of stature, will come over to you, and they will be yours. They will go after you. They shall come over in chains. They will bow down to you. They will make supplication to you: ‘Surely God is in you; and there is no one else. There is no other god.	Thus saith the Lord, The labour of Egypt, and merchandise of Ethiopia And of the Sabeans, men of stature, Shall come over unto thee, and they shall be thine: They shall come after thee, in chains they shall come over, And they shall fall down unto thee, they shall make supplication unto thee, saying, Surely God is in thee; And there is none else, there is no God.	
ISA 45:15	Tahbeh mongin, ei-Huhhingpa’u, Vo Israel Pathen, nangman kidangtah’in na natonge.	Most certainly you are a God who has hidden yourself, God of Israel, the Savior.’”	Verily thou art a God that hidest thyself, O God of Israel, the saviour.	
ISA 45:16	Akhut them’a milim sema pangho chu kijumso ding ahiuve. Amaho abonuva lungsetna changlou diu ahi.	They will be disappointed, yes, confounded, all of them. Those who are makers of idols will go into confusion together.	They shall be ashamed, and also confounded, all of them: They shall go to confusion together that are makers of idols.	
ISA 45:17	Hinla Pakaiyin ami Israelte chu, tonsot ahuhhingna’a ahuhdoh ding ahi. Tonsot khanglhun keija amaho hi Avella kijumso talouhel dingu chule atomo tah lou hel dingu ahi.	Israel will be saved by the LORD with an everlasting salvation. You will not be disappointed nor confounded to ages everlasting.	But Israel shall be saved in the Lord with an everlasting salvation: Ye shall not be ashamed nor confounded world without end.	
ISA 45:18	Ajeh iham itileh Pathen hi phatah ahi, chule vanho le leiset hi asemin chule ijakai ama muncheh’a akoi ahi. Aman vannoi hi chenna dingin asemin, agoh’a koiden agot ahipoi, Keima Pakai chu kahije ati.	For the LORD who created the heavens, the God who formed the earth and made it, who established it and didn’t create it a waste, who formed it to be inhabited says: “I am the LORD. There is no other.	For thus saith the Lord that created the heavens; God himself that formed the earth and made it; he hath established it, He created it not in vain, he formed it to be inhabited: I am the Lord; and there is none else.	
ISA 45:19	Keiman jalhanga thutep hi ngamtah’a kaphondoh ahin, Keiman munthim ningkoi khatna aguh’a aw’thol’a thusei kahipoi. Keima hi eikimudoh joulou ding hitaleh, keiman Israel techu keima eihol dinguva jong kaseipeh lou ding ahi. Keima Pakaiyin thutah bou kaseija chule adih bou chu kaphondoh ahije.	I have not spoken in secret, in a place of the land of darkness. I didn’t say to the offspring of Jacob, ‘Seek me in vain.’ I, the LORD, speak righteousness. I declare things that are right.	I have not spoken in secret, in a dark place of the earth: I said not unto the seed of Jacob, Seek ye me in vain: I the Lord speak righteousness, I declare things that are right.	
ISA 45:20	Hung unlang chule hung kikhomun, kol kimvella um chitin-nam tinte. Itobang loma ngol hiuva thinga lim asemuva chule ahuhhing thei lou dingu pathen ati hou henga tao hiu vem!	“Assemble yourselves and come. Draw near together, you who have escaped from the nations. Those have no knowledge who carry the wood of their engraved image, and pray to a god that can’t save.	Assemble yourselves and come; Draw near together, ye that are escaped of the nations: They have no knowledge that set up the wood of their graven image, And pray unto a god that cannot save.	
ISA 45:21	Kihou toh unlang, nachung chang thu’u kiseilhah un. Kikhom khom’unlang ipi sei nom naneiju gel lhauvin. Hicheho hetna dinga hitih chanpihi kon ahetsah hija hitam? Limsem thu hoipenin ahung lhung dingho chu naseipeh khah mongu vem?Keima Pakai sei hilou ham?Ajeh chu Keima tilou Pathen achonpha’a le huhhingpu adang aumpoi. Kei tilou adang koima aumpoi.	Declare and present it. Yes, let them take counsel together. Who has shown this from ancient time? Who has declared it of old? Haven’t I, the LORD? There is no other God besides me, a just God and a Savior. There is no one besides me.	Tell ye, and bring them near; Yea, let them take counsel together: Who hath declared this from ancient time? who hath told it from that time? Have not I the Lord? and there is no God else beside me; A just God and a saviour; there is none beside me.	
ISA 45:22	Vannoi mite jousen huhhingna dingin eihin veu hen! Ajeh iham itileh keima Pathen kahi, koima dang aum dehpoi.	“Look to me, and be saved, all the ends of the earth; for I am God, and there is no other.	Look unto me, and be ye saved, all the ends of the earth: For I am God, and there is none else.	
ISA 45:23	Keima kamin panna kihahsel’a kahi. Keiman thutah ka seidoh ahitai, Keima ka thuseija nungtol kit ding ka hitapoi: Khup jouse kahenga hung dilsu dingu chule lei jousen Keima eiphondoh ding ahiuve.	I have sworn by myself. The word has gone out of my mouth in righteousness, and will not be revoked, that to me every knee shall bow, every tongue shall take an oath.	I have sworn by myself, The word is gone out of my mouth in righteousness, and shall not return, That unto me every knee shall bow, Every tongue shall swear.	
ISA 45:24	Miho chun, “Pakai hi kei dinga ka chonphatna le ka thahatna ahi” tia aphondoh dingu ahi. Chule amatoh kinaho chu akoma hunguva jacha ding ahiuve.	They will say of me, ‘There is righteousness and strength only in the LORD.’” Even to him will men come. All those who raged against him will be disappointed.	Surely, shall one say, in the Lord have I righteousness and strength: Even to him shall men come; And all that are incensed against him shall be ashamed.	
ISA 45:25	Pakaiya Israel chu akhang khanga themchang ding ahiuve, chule Ama’a kisong ding ahiuve.	All the offspring of Israel will be justified in the LORD, and will rejoice!	In the Lord shall all the seed of Israel be justified, and shall glory.	
ISA 46:1	Babylon te pathen ho- Bel le Nebo, chu tol lama abungin akun lhonne. Ama ni hi bong kang’a poh thethun atol manguvin ahi. Pohpo gancha teni chun poh lel jeh’in alon pi le len ahi.	Bel bows down. Nebo stoops. Their idols are carried by animals, and on the livestock. The things that you carried around are heavy loads, a burden for the weary.	Bel boweth down, Nebo stoopeth, Their idols were upon the beasts, and upon the cattle: Your carriages were heavy loaden; They are a burden to the weary beast.	
ISA 46:2	Lim semthu teni le anei hou chu akun lhasuh un ahi. A pathen hou chun amite aveng bit jou pon, chule ami teuvin a pathen’u aveng bit jou pouve. Abonchauvin, sohchang dingin apui mang tha’uvin ahi.	They stoop and they bow down together. They could not deliver the burden, but they have gone into captivity.	They stoop, they bow down together; They could not deliver the burden, But themselves are gone into captivity.	
ISA 46:3	Jacob chilhah hon kasei hi ngaijun lang, Israel sunga amoh them jouse, Keiman nangho napen’uva patna ka gelkhoh’u nahiu ahitai. Henga, napen masang peh’uva kavop na hiu ahitai.	“Listen to me, house of Jacob, and all the remnant of the house of Israel, that have been carried from their birth, that have been carried from the womb.	Hearken unto me, O house of Jacob, And all the remnant of the house of Israel, Which are borne by me from the belly, Which are carried from the womb:	
ISA 46:4	Na hinkhou lhung keija Keima na Pathen’u kahi ding ahi- Na kum’u ahung tah jeh’a nasam kan gei ja jong, Kasem nahiuvin, nangho kagelkhoh jing ding nahiuve. Keiman kapui leuva chule kahuhdoh ding nahiuve.	Even to old age I am he, and even to gray hairs I will carry you. I have made, and I will bear. Yes, I will carry, and will deliver.	And even to your old age I am he; And even to hoar hairs will I carry you: I have made, and I will bear; Even I will carry, and will deliver you.	
ISA 46:5	Keima hi koito nei tekah dingu hitam? Koi ham ka kibahpi chu?	“To whom will you compare me, and consider my equal, and compare me, as if we were the same?	To whom will ye liken me, and make me equal, And compare me, that we may be like?	
ISA 46:6	Mi phabep ho chun adangka hou le asana ho’u chu ajunsah un chule chua kona lim semthu pathen sem dingin mi aki thalah’un ahi. Ama ho chu milim anga chun akunuvin chuin hichu ahou’uvin ahi.	Some pour out gold from the bag, and weigh silver in the balance. They hire a goldsmith, and he makes it a god. They fall down— yes, they worship.	They lavish gold out of the bag, And weigh silver in the balance, And hire a goldsmith; and he maketh it a god: They fall down, yea, they worship.	
ISA 46:7	Ama hon alenguva apo le leuvin, chule ama hon akoilhah tenguleh, chua chun aum denin, achat loh theipoi. Akoma ga taova jong adonbut theipon, koima jong hahsatna’a ahuhdoh theipoi.	They bear it on their shoulder. They carry it, and set it in its place, and it stands there. It cannot move from its place. Yes, one may cry to it, yet it can not answer. It cannot save him out of his trouble.	They bear him upon the shoulder, they carry him, And set him in his place, and he standeth; From his place shall he not remove: Yea, one shall cry unto him, yet can he not answer, Nor save him out of his trouble.	
ISA 46:8	Hiche hi sumil hih in!Lunga chingin! Themona neihon hiche hi geldoh’un.	“Remember this, and show yourselves men. Bring it to mind again, you transgressors.	Remember this, and shew yourselves men: Bring it again to mind, O ye transgressors.	
ISA 46:9	Phatchesa’a kathilboldoh ho geldoh in. Ajeh iham itileh Keima bou Pathen kahi! Keima Pathen Kahin, chule kei tobang koima aumpoi.	Remember the former things of old; for I am God, and there is no other. I am God, and there is none like me.	Remember the former things of old: For I am God, and there is none else; I am God, and there is none like me,	
ISA 46:10	Keiman khonung thu ahung lhung ding, aguilhun masanga kahil thei nahiuve. Kagonsa, kagel chan chu bol jia kahi jeh in, hung gui lhung tei ding ahije.	I declare the end from the beginning, and from ancient times things that are not yet done. I say: My counsel will stand, and I will do all that I please.	Declaring the end from the beginning, And from ancient times the things that are not yet done, Saying, My counsel shall stand, And I will do all my pleasure:	
ISA 46:11	Keiman Solam gam'a kona vacha leng gang tah ne hattah chu kakouva- gamla tah gam'a konna lamkai khat hungin tin chule katepna banga abol ding ahi. Keiman kabol ding ahi kanati chu, Kabol tei ding ahi.	I call a ravenous bird from the east, the man of my counsel from a far country. Yes, I have spoken. I will also bring it to pass. I have planned. I will also do it.	Calling a ravenous bird from the east, The man that executeth my counsel from a far country: Yea, I have spoken it, I will also bring it to pass; I have purposed it, I will also do it.	
ISA 46:12	Mi louchal ho, thilpha bolna dinga gamla tah’a umho, kasei ngaijuvin.	Listen to me, you stubborn-hearted, who are far from righteousness!	Hearken unto me, ye stouthearted, That are far from righteousness:	
ISA 46:13	Ajeh iham itileh thil ijakai adih bolna dinga kigosa um kahi, agamla tah ding hijo louvin, tu tua ding kasei ahi. Keiman Jerusalem kahuhdoh nomin, chule Israel henga kaloupina kavet sah ding ahi.	I bring my righteousness near. It is not far off, and my salvation will not wait. I will grant salvation to Zion, my glory to Israel.	I bring near my righteousness; it shall not be far off, And my salvation shall not tarry: And I will place salvation in Zion for Israel my glory.	
ISA 47:1	Babylon chanu theng hungsuh in, chule vutvai lah’a touvin. Ajeh iham itileh laltouna’a natouna nikho ho kichaiya ahitai. Vo Babylon chanu, nangma itih’a jong dei’un,lungnem le kidang dehset leng chanu nakiti kiti talou hel ding ahitai.	“Come down and sit in the dust, virgin daughter of Babylon. Sit on the ground without a throne, daughter of the Chaldeans. For you will no longer be called tender and delicate.	Come down, and sit in the dust, O virgin daughter of Babylon, Sit on the ground: there is no throne, O daughter of the Chaldeans; For thou shalt no more be called tender and delicate.	
ISA 47:2	Sumhei song gihtah ho chu la’n lang chule chang chu kigoi tan. Na pon lukhuh kiho doh’in, chule na ponchol chu kihodoh inlang miho muthei jin kilangdoh in.	Take the millstones and grind flour. Remove your veil, lift up your skirt, uncover your legs, and wade through the rivers.	Take the millstones, and grind meal: Uncover thy locks, make bare the leg, Uncover the thigh, pass over the rivers.	
ISA 47:3	Sagoh keova naum’a chule jachat umtah’a na kihal ding ahije. Keiman khotona neilou hella keiman nachunga phuba kalah ding ahi.	Your nakedness will be uncovered. Yes, your shame will be seen. I will take vengeance, and will spare no one.”	Thy nakedness shall be uncovered, yea, thy shame shall be seen: I will take vengeance, and I will not meet thee as a man.	
ISA 47:4	Ei-Huhhingpau hi Israel Athengpa chu ahi jengin, amin chu Van munhoa um Pakai Sepaite ahiuve.	Our Redeemer, the LORD of Armies is his name, is the Holy One of Israel.	As for our redeemer, the Lord of hosts is his name, The Holy One of Israel.	
ISA 47:5	Vo Babylon mel hoinu, tun muthim lah’a touvin lang, thip beh in um'in. Nangma Lengam jouse Lengnu tia na kihekit talou helding ahitai.	“Sit in silence, and go into darkness, daughter of the Chaldeans. For you shall no longer be called the mistress of kingdoms.	Sit thou silent, and get thee into darkness, O daughter of the Chaldeans: For thou shalt no more be called, The lady of kingdoms.	
ISA 47:6	Ajeh chu Keima ka lhenchomte chunga kalung ahan jeh’a , amaho hi nangma ka gimbolsah’a, na khutna kana pehdoh hija ahi. Hinla nangma Babylon’in achunguva khotona nachan tapon, nangman upa tah ho jong nana bolsen ahi.	I was angry with my people. I profaned my inheritance and gave them into your hand. You showed them no mercy. You laid a very heavy yoke on the aged.	I was wroth with my people, I have polluted mine inheritance, And given them into thine hand: Thou didst shew them no mercy; Upon the ancient hast thou very heavily laid thy yoke.	
ISA 47:7	Nangman ‘keima vannoi pum pia lengnua kapan jing ding ahi,’natin ahi. Nangman nachon chan ho nung gelkitna naneipon, hiho chun ipi ahin lhut ding ham tijong na geldohpoi.	You said, ‘I will be a princess forever,’ so that you didn’t lay these things to your heart, nor did you remember the results.	And thou saidst, I shall be a lady for ever: So that thou didst not lay these things to thy heart, Neither didst remember the latter end of it.	
ISA 47:8	Nomsa’a kitha ol le ima asuboi ding neiluva kigel, nopsahna ngailua leng gam, hiche hi ngaiton. Nangman, ‘Keima bou hi kahitai, chule adang koima aumtapoi. Keima meithai kahi lou hel ding, chule kachate jong manglou diu ahi’ tin naseije.	“Now therefore hear this, you who are given to pleasures, who sit securely, who say in your heart, ‘I am, and there is no one else besides me. I won’t sit as a widow, neither will I know the loss of children.’	Therefore hear now this, thou that art given to pleasures, that dwellest carelessly, That sayest in thine heart, I am, and none else besides me; I shall not sit as a widow, neither shall I know the loss of children:	
ISA 47:9	Doi them nahina le ailhim them nahi jeng vanga, hetman lou kah’a meithai le nachate manthaina ding, ani gella thonlouva, nachunga hung lhung ding ahitai.	But these two things will come to you in a moment in one day: the loss of children and widowhood. They will come on you in their full measure, in the multitude of your sorceries, and the great abundance of your enchantments.	But these two things shall come to thee in a moment in one day, The loss of children, and widowhood: They shall come upon thee in their perfection For the multitude of thy sorceries, and for the great abundance of thine enchantments.	
ISA 47:10	Na gitlou engsetna koiman ei mupoi , tia bit keija um dinga kigel’a nahi. Hinla nachihna le nahetna chun napui mang ahin, chule ‘Keibou kahi, adang aum tapoi, tia nasei ahi.	For you have trusted in your wickedness. You have said, ‘No one sees me.’ Your wisdom and your knowledge has perverted you. You have said in your heart, ‘I am, and there is no one else besides me.’	For thou hast trusted in thy wickedness: thou hast said, None seeth me. Thy wisdom and thy knowledge, it hath perverted thee; And thou hast said in thine heart, I am, and none else besides me.	
ISA 47:11	Hitia hi manthaina chun nahin phah ding, chule hichu nangman iti nama jongle nanan jou lou hel ding ahitai. Mahthahna chun nahin lon vuh khum ding, chuteng nangma nahung doh theina ding jong na kiboldoh jou lou hel ding ahi.Na kigin louhel petna hahsat nan phulou helouva nahin phah ding ahi.	Therefore disaster will come on you. You won’t know when it dawns. Mischief will fall on you. You won’t be able to put it away. Desolation will come on you suddenly, which you don’t understand.	Therefore shall evil come upon thee; thou shalt not know from whence it riseth: And mischief shall fall upon thee; thou shalt not be able to put it off: And desolation shall come upon thee suddenly, which thou shalt not know.	
ISA 47:12	Tunna ai’lhim themna ho’u chu mangcha tem’in! Hiche kum ho sunga namit-phel doi choi hou, kum hijat chengsea ho chu mangcha temu’vin! Thilpha phabep beh aboldoh maitheiju hichume. Hicheho chun koi ham khat na kikichatsah theiju ahi.	“Stand now with your enchantments and with the multitude of your sorceries, in which you have labored from your youth, as if you might profit, as if you might prevail.	Stand now with thine enchantments, and with the multitude of thy sorceries, Wherein thou hast laboured from thy youth; If so be thou shalt be able to profit, if so be thou mayest prevail.	
ISA 47:13	Thumopna nakimu ho jouse hin nasuh chol bep’u ahi. Na Ashi lekhathemho jou seu, lhaseh’a thil hung lhung ding seiho chu, hoilamba gei’uva hitam? Amaho chu hung ding doh’u hen chule khonunga ahung lhung dinga konin nahuhdoh’u hen.	You are wearied in the multitude of your counsels. Now let the astrologers, the stargazers, and the monthly prognosticators stand up and save you from the things that will happen to you.	Thou art wearied in the multitude of thy counsels. Let now the astrologers, the stargazers, the monthly prognosticators, Stand up, and save thee from these things that shall come upon thee.	
ISA 47:14	Hinla amaho chu meiya kihal changpol tobangbep ahiuvin; meikouva konna amaho tah kihuh doh jou lou ding ahiuve. Ama hoa konna panpina imacha nakimu lou hel dingu, amei tinau muna jong lumsahna dinga toujong ngailouva ahitai.	Behold, they are like stubble. The fire will burn them. They won’t deliver themselves from the power of the flame. It won’t be a coal to warm at or a fire to sit by.	Behold, they shall be as stubble; the fire shall burn them; They shall not deliver themselves from the power of the flame: There shall not be a coal to warm at, nor fire to sit before it.	
ISA 47:15	Chule nagol ho jouse chu, nachapan laiya patna nakivei chankhom piho chu nakanau kijah mosah’uva, alampi cheh’uva kiche mang diu, napen aw jong kijah mosah ding ahitauve.	The things that you labored in will be like this: those who have trafficked with you from your youth will each wander in his own way. There will be no one to save you.	Thus shall they be unto thee with whom thou hast laboured, even thy merchants, from thy youth: They shall wander every one to his quarter; none shall save thee.	
ISA 48:1	Jacob insung mite, Israel mina kikouho le Judah insunga konna pengdoh ho kasei hi ngaijun. Pakai mina kihahsel’a, chule Israel Pathen kou hon ngaijuvin: Bol dinga nakitep nau nabol tapouve.	“Hear this, house of Jacob, you who are called by the name of Israel, and have come out of the waters of Judah. You swear by the LORD’s name, and make mention of the God of Israel, but not in truth, nor in righteousness—	Hear ye this, O house of Jacob, Which are called by the name of Israel, And are come forth out of the waters of Judah, Which swear by the name of the Lord, And make mention of the God of Israel, But not in truth, nor in righteousness.	
ISA 48:2	Nangma khopi theng tia na kiminvo jeng vanguvin chule Israel Pathen, Amin chu Pakai Van Sepaite ti’a kingaija na kisei jenguve.	for they call themselves citizens of the holy city, and rely on the God of Israel; the LORD of Armies is his name.	For they call themselves of the holy city, And stay themselves upon the God of Israel; The Lord of hosts is his name.	
ISA 48:3	Masang peh’a ipi hung lhung ding ahi kseipehsa nahi. Chutah in Keiman phulou helouvin athu katanin, chule kana thusei jouse chu ahung gui lhungtai.	I have declared the former things from of old. Yes, they went out of my mouth, and I revealed them. I did them suddenly, and they happened.	I have declared the former things from the beginning; And they went forth out of my mouth, and I shewed them; I did them suddenly, and they came to pass.	
ISA 48:4	Ajeh iham itileh keiman itobang loma louchal le thua nunglou nahi kahen ahi. Na ngong jang chu thih banga nem theilouva ahin, nalu jang jong Hah ngehtah tobanga tah’a ahi.	Because I knew that you are obstinate, and your neck is an iron sinew, and your brow bronze;	Because I knew that thou art obstinate, And thy neck is an iron sinew, And thy brow brass:	
ISA 48:5	Hijeh’a hi ipi hung soh ding ahi kaseipeh ding; ahung guilhun masanga Keiman ipi kabol ding kaseipeh ding nahi.Chutah le nangman, ‘kalim semthu pathen hon abol ahi’ tia na seithei lou ding ahi. Thinga kisem milim le dangka pathen’in thu apeh’ahunglhunga ahitai’ tia nasei thei lou hel ding ahi.	therefore I have declared it to you from of old; before it came to pass I showed it to you; lest you should say, ‘My idol has done them. My engraved image and my molten image has commanded them.’	I have even from the beginning declared it to thee; Before it came to pass I shewed it thee: Lest thou shouldest say, Mine idol hath done them, And my graven image, and my molten image, hath commanded them.	
ISA 48:6	Nangman kagao thusei dohho najah’a chule aguilhunna ho namu ahitai, hinla nangman ahinai tia nasei ding na nompoi.Tua hi Keiman, thuguh najah khahlou thilthah ho chu kaseipeh ding nahi.	You have heard it. Now see all this. And you, won’t you declare it? “I have shown you new things from this time, even hidden things, which you have not known.	Thou hast heard, see all this; And will not ye declare it? I have shewed thee new things from this time, Even hidden things, and thou didst not know them.	
ISA 48:7	Nangma hon, ‘aphatseh in kahe nauve’ na tilouna dinguva, amaho chu aluiho hilouva, athah leh hiuva ahitai.	They are created now, and not from of old. Before today, you didn’t hear them, lest you should say, ‘Behold, I knew them.’	They are created now, and not from the beginning; Even before the day when thou heardest them not; Lest thou shouldest say, Behold, I knew them.	
ISA 48:8	Henge, Keiman tu masanga nangman najah khahlou thilho thudol abonna athah ahi , thilho thudol chu ka seipeh ding nahiuve. Ajeh chu Keiman nangho hi na penuva patna itobanga mipedoh’a na hiu le doubol na hiu kahet na hitauve.	Yes, you didn’t hear. Yes, you didn’t know. Yes, from of old your ear was not opened, for I knew that you dealt very treacherously, and were called a transgressor from the womb.	Yea, thou heardest not; yea, thou knewest not; Yea, from that time that thine ear was not opened: For I knew that thou wouldest deal very treacherously, And wast called a transgressor from the womb.	
ISA 48:9	Hijeng jongleh keima jal le kamin jabolna dinga,Keiman kalung hanna ka kituh’a chule ka suhmanghel lou nahiuve.	For my name’s sake, I will defer my anger, and for my praise, I hold it back for you so that I don’t cut you off.	For my name’s sake will I defer mine anger, And for my praise will I refrain for thee, That I cut thee not off.	
ISA 48:10	Keiman ka suhtheng nahiuvin, hinla dangka kilhatheng tobanga kabol nahipouve.Hinla meisa lah’a tobanga bol hesohna’a konna kalhah theng nahiuve.	Behold, I have refined you, but not as silver. I have chosen you in the furnace of affliction.	Behold, I have refined thee, but not with silver; I have chosen thee in the furnace of affliction.	
ISA 48:11	Kamin jal'a -keima jal jeh’a, Keiman kahoi doh ding nahiuve! Keiman kamin chena hi kamoh beisah lou ding, chule Ka loupina chu lim-semthu to chan kanei lou ding ahi.	For my own sake, for my own sake, I will do it; for how would my name be profaned? I will not give my glory to another.	For mine own sake, even for mine own sake, will I do it: For how should my name be polluted? And I will not give my glory unto another.	
ISA 48:12	Jacob insung mite, ka lhendoh pen Israel’in kasei hi ngaijuvin! Keima bou Pathen, amasa pen le anunung pen chu kahi.	“Listen to me, O Jacob, and Israel my called: I am he. I am the first. I am also the last.	Hearken unto me, O Jacob, and Israel my called; I am he; I am the first, I also am the last.	
ISA 48:13	Ka khut tah’a leiset bul ho ka naphudoh’a, ka khut jetlam'a chunga um van hohi ka phajal ahi. Ahsi ho kakou tengleh, amaho abonuva ban neicha hung kigol ding ahiuve.	Yes, my hand has laid the foundation of the earth, and my right hand has spread out the heavens. when I call to them, they stand up together.	Mine hand also hath laid the foundation of the earth, And my right hand hath spanned the heavens: When I call unto them, they stand up together.	
ISA 48:14	Na lim-semthu ho’u chun hiche hi naseipeh khah’uvem? Nabonchauvin hungsoh kei’uvin lang, chule ngai’uvin: Pakaiyin Cyrus chu akigolchat pitai. Ama hin Babylon lengam chu achaina ahin sodoh ding, chule Babylon te galmi hung kitol ho chu asuhmang hel ding ahi.	“Assemble yourselves, all of you, and hear! Who among them has declared these things? He whom the LORD loves will do what he likes to Babylon, and his arm will be against the Chaldeans.	All ye, assemble yourselves, and hear; Which among them hath declared these things? The Lord hath loved him: He will do his pleasure on Babylon, And his arm shall be on the Chaldeans.	
ISA 48:15	Keiman kaseisa ahitai: Cyrus chu kakou ahi! Hiche chung chang thua ama palaija ka pansah’a chule ama kalolhinsah ding ahi.	I, even I, have spoken. Yes, I have called him. I have brought him and he shall make his way prosperous.	I, even I, have spoken; yea, I have called him: I have brought him, and he shall make his way prosperous.	
ISA 48:16	Hin nailutnun lang chule hiche hi ngaijun. Keiman atil abulla patna kichentah’a ipi hung lhung ding ahi kana seipeh nahi tauve. Chule tua hi Pakai thunei chungnung chule aLhagao chun hiche thu poa pang dinga eipansah ahi.	“Come near to me and hear this: “From the beginning I have not spoken in secret; from the time that it happened, I was there.” Now the Lord GOD has sent me with his Spirit.	Come ye near unto me, hear ye this; I have not spoken in secret from the beginning; From the time that it was, there am I: And now the Lord God, and his Spirit, hath sent me.	
ISA 48:17	Hiche hi Pakaiyin asei, na Huhhingpu, Israel Mitheng penpa chun, ‘Keima Pakai na Pathen, nangho dinga ipi apha ham ti nahilpa chule najui ding lampia chu napui ja kahi.	The LORD, your Redeemer, the Holy One of Israel, says: “I am the LORD your God, who teaches you to profit, who leads you by the way that you should go.	Thus saith the Lord, thy redeemer, the Holy One of Israel; I am the Lord thy God which teacheth thee to profit, Which leadeth thee by the way that thou shouldest go.	
ISA 48:18	Oh, nanghon kathupeh ho nangai’u hitave leh!Chutileh nanghon chamna chu vadung long banga hunglong intin chule chule chonphatna chu nachunga twikhanglen kinong tobanga nachunga hung kitol lut ding ahi.	Oh that you had listened to my commandments! Then your peace would have been like a river and your righteousness like the waves of the sea.	O that thou hadst hearkened to my commandments! Then had thy peace been as a river, And thy righteousness as the waves of the sea:	
ISA 48:19	Nachilhah ho chu twikhanlen panga neldiho tama tam dingu-sima sim jou hilou dingu ahi.Na manthaina dingu ahilouleh na insung min’u kisubei talou ding ahitai.	Your offspring also would have been as the sand and the descendants of your body like its grains. His name would not be cut off nor destroyed from before me.”	Thy seed also had been as the sand, And the offspring of thy bowels like the gravel thereof; His name should not have been cut off nor destroyed from before me.	
